,Date,Open,High,Low,Close,Adj Close,Volume
0,2021-06-07,126.16999816894531,126.31999969482422,124.83000183105469,125.9000015258789,124.44172668457031,71057600
1,2021-06-08,126.5999984741211,128.4600067138672,126.20999908447266,126.73999786376953,125.27198791503906,74403800
2,2021-06-09,127.20999908447266,127.75,126.5199966430664,127.12999725341797,125.657470703125,56877900
3,2021-06-10,127.0199966430664,128.19000244140625,125.94000244140625,126.11000061035156,124.6492919921875,71186400
4,2021-06-11,126.52999877929688,127.44000244140625,126.0999984741211,127.3499984741211,125.87493133544922,53522400
5,2021-06-14,127.81999969482422,130.5399932861328,127.06999969482422,130.47999572753906,128.9686737060547,96906500
6,2021-06-15,129.94000244140625,130.60000610351562,129.38999938964844,129.63999938964844,128.13839721679688,62746300
7,2021-06-16,130.3699951171875,130.88999938964844,128.4600067138672,130.14999389648438,128.64248657226562,91815000
8,2021-06-17,129.8000030517578,132.5500030517578,129.64999389648438,131.7899932861328,130.26348876953125,96721700
9,2021-06-18,130.7100067138672,131.50999450683594,130.24000549316406,130.4600067138672,128.9488983154297,108953300
10,2021-06-21,130.3000030517578,132.41000366210938,129.2100067138672,132.3000030517578,130.76759338378906,79663300
11,2021-06-22,132.1300048828125,134.0800018310547,131.6199951171875,133.97999572753906,132.42813110351562,74783600
12,2021-06-23,133.77000427246094,134.32000732421875,133.22999572753906,133.6999969482422,132.15138244628906,60214200
13,2021-06-24,134.4499969482422,134.63999938964844,132.92999267578125,133.41000366210938,131.86473083496094,68711000
14,2021-06-25,133.4600067138672,133.88999938964844,132.80999755859375,133.11000061035156,131.5681915283203,70783700
15,2021-06-28,133.41000366210938,135.25,133.35000610351562,134.77999877929688,133.21885681152344,62111300
16,2021-06-29,134.8000030517578,136.49000549316406,134.35000610351562,136.3300018310547,134.75091552734375,64556100
17,2021-06-30,136.1699981689453,137.41000366210938,135.8699951171875,136.9600067138672,135.37362670898438,63261400
18,2021-07-01,136.60000610351562,137.3300018310547,135.75999450683594,137.27000427246094,135.68003845214844,52485800
19,2021-07-02,137.89999389648438,140.0,137.75,139.9600067138672,138.33888244628906,78852600
20,2021-07-06,140.07000732421875,143.14999389648438,140.07000732421875,142.02000427246094,140.37501525878906,108181800
21,2021-07-07,143.5399932861328,144.88999938964844,142.66000366210938,144.57000732421875,142.89549255371094,104911600
22,2021-07-08,141.5800018310547,144.05999755859375,140.6699981689453,143.24000549316406,141.5808868408203,105575500
23,2021-07-09,142.75,145.64999389648438,142.64999389648438,145.11000061035156,143.42921447753906,99890800
