,Date,Open,High,Low,Close,Adj Close,Volume
0,2023-05-01,169.27999877929688,170.4499969482422,168.63999938964844,169.58999633789062,169.35574340820312,52472900
1,2023-05-02,170.08999633789062,170.35000610351562,167.5399932861328,168.5399932861328,168.30718994140625,48425700
2,2023-05-03,169.5,170.9199981689453,167.16000366210938,167.4499969482422,167.2187042236328,65136000
3,2023-05-04,164.88999938964844,167.0399932861328,164.30999755859375,165.7899932861328,165.5609893798828,81235400
4,2023-05-05,170.97999572753906,174.3000030517578,170.75999450683594,173.57000732421875,173.33026123046875,113316400
5,2023-05-08,172.47999572753906,173.85000610351562,172.11000061035156,173.5,173.26034545898438,55962800
6,2023-05-09,173.0500030517578,173.5399932861328,171.60000610351562,171.77000427246094,171.53274536132812,45326900
7,2023-05-10,173.02000427246094,174.02999877929688,171.89999389648438,173.55999755859375,173.3202667236328,53724500
8,2023-05-11,173.85000610351562,174.58999633789062,172.1699981689453,173.75,173.510009765625,49514700
9,2023-05-12,173.6199951171875,174.05999755859375,171.0,172.57000732421875,172.57000732421875,45497800
10,2023-05-15,173.16000366210938,173.2100067138672,171.47000122070312,172.07000732421875,172.07000732421875,37266700
11,2023-05-16,171.99000549316406,173.13999938964844,171.8000030517578,172.07000732421875,172.07000732421875,42110300
12,2023-05-17,171.7100067138672,172.92999267578125,170.4199981689453,172.69000244140625,172.69000244140625,57951600
13,2023-05-18,173.0,175.24000549316406,172.5800018310547,175.0500030517578,175.0500030517578,65496700
14,2023-05-19,176.38999938964844,176.38999938964844,174.94000244140625,175.16000366210938,175.16000366210938,55772400
15,2023-05-22,173.97999572753906,174.7100067138672,173.4499969482422,174.1999969482422,174.1999969482422,43570900
16,2023-05-23,173.1300048828125,173.3800048828125,171.27999877929688,171.55999755859375,171.55999755859375,50747300
17,2023-05-24,171.08999633789062,172.4199981689453,170.52000427246094,171.83999633789062,171.83999633789062,45143500
18,2023-05-25,172.41000366210938,173.89999389648438,171.69000244140625,172.99000549316406,172.99000549316406,56058300
19,2023-05-26,173.32000732421875,175.77000427246094,173.11000061035156,175.42999267578125,175.42999267578125,54835000
