,Date,Open,High,Low,Close,Adj Close,Volume
0,2022-05-02,277.7099914550781,284.94000244140625,276.2200012207031,284.4700012207031,281.0918884277344,35151100
1,2022-05-03,283.9599914550781,284.1300048828125,280.1499938964844,281.7799987792969,278.433837890625,25978600
2,2022-05-04,282.5899963378906,290.8800048828125,276.7300109863281,289.9800109863281,286.5364685058594,33599300
3,2022-05-05,285.5400085449219,286.3500061035156,274.3399963378906,277.3500061035156,274.0564880371094,43260400
4,2022-05-06,274.80999755859375,279.25,271.2699890136719,274.7300109863281,271.467529296875,37780300
5,2022-05-09,270.05999755859375,272.3599853515625,263.32000732421875,264.5799865722656,261.43804931640625,47726000
6,2022-05-10,271.69000244140625,273.75,265.07000732421875,269.5,266.29962158203125,39336400
7,2022-05-11,265.67999267578125,271.3599853515625,259.29998779296875,260.54998779296875,257.4559326171875,48975900
8,2022-05-12,257.69000244140625,259.8800048828125,250.02000427246094,255.35000610351562,252.31768798828125,51033800
9,2022-05-13,257.3500061035156,263.0400085449219,255.35000610351562,261.1199951171875,258.0191650390625,34925100
10,2022-05-16,259.9599914550781,265.82000732421875,255.77999877929688,261.5,258.3946533203125,32550900
11,2022-05-17,266.1099853515625,268.3299865722656,262.4599914550781,266.82000732421875,263.6514892578125,28828800
12,2022-05-18,263.0,263.6000061035156,252.77000427246094,254.0800018310547,251.6475067138672,31356000
13,2022-05-19,253.89999389648438,257.6700134277344,251.8800048828125,253.13999938964844,250.7165069580078,32692300
14,2022-05-20,257.239990234375,258.5400085449219,246.44000244140625,252.55999755859375,250.14205932617188,39199300
15,2022-05-23,255.49000549316406,261.5,253.42999267578125,260.6499938964844,258.1546325683594,33175400
16,2022-05-24,257.8900146484375,261.3299865722656,253.5,259.6199951171875,257.1344909667969,29043900
17,2022-05-25,258.1400146484375,264.5799865722656,257.1300048828125,262.5199890136719,260.0067443847656,28547900
18,2022-05-26,262.2699890136719,267.1099853515625,261.42999267578125,265.8999938964844,263.3543395996094,25002100
19,2022-05-27,268.4800109863281,273.3399963378906,267.55999755859375,273.239990234375,270.62408447265625,26910800
20,2022-05-31,272.5299987792969,274.7699890136719,268.92999267578125,271.8699951171875,269.2671813964844,37827700
21,2022-06-01,275.20001220703125,277.69000244140625,270.0400085449219,272.4200134277344,269.81195068359375,25292200
22,2022-06-02,264.45001220703125,274.6499938964844,261.6000061035156,274.5799865722656,271.9512634277344,44008200
23,2022-06-03,270.30999755859375,273.45001220703125,268.4100036621094,270.0199890136719,267.4349365234375,28059000
24,2022-06-06,272.05999755859375,274.17999267578125,267.2200012207031,268.75,266.1770935058594,22400300
25,2022-06-07,266.6400146484375,273.1300048828125,265.94000244140625,272.5,269.89117431640625,22860700
26,2022-06-08,271.7099914550781,273.0,269.6099853515625,270.4100036621094,267.8211975097656,17372300
27,2022-06-09,267.7799987792969,272.7099914550781,264.6300048828125,264.7900085449219,262.2550048828125,26439700
28,2022-06-10,260.5799865722656,260.5799865722656,252.52999877929688,252.99000549316406,250.56796264648438,31422800
29,2022-06-13,245.11000061035156,249.02000427246094,241.52999877929688,242.25999450683594,239.940673828125,46135800
30,2022-06-14,243.86000061035156,245.74000549316406,241.50999450683594,244.49000549316406,242.1493377685547,28651500
31,2022-06-15,248.30999755859375,255.3000030517578,246.4199981689453,251.75999450683594,249.34971618652344,33111700
32,2022-06-16,245.97999572753906,247.4199981689453,243.02000427246094,244.97000122070312,242.62472534179688,33169200
33,2022-06-17,244.6999969482422,250.5,244.02999877929688,247.64999389648438,245.27906799316406,43084800
34,2022-06-21,250.25999450683594,254.75,249.50999450683594,253.74000549316406,251.31077575683594,29928300
35,2022-06-22,251.88999938964844,257.1700134277344,250.3699951171875,253.1300048828125,250.70663452148438,25939900
36,2022-06-23,255.57000732421875,259.3699951171875,253.6300048828125,258.8599853515625,256.3817138671875,25861400
37,2022-06-24,261.80999755859375,267.9800109863281,261.7200012207031,267.70001220703125,265.1371765136719,33923200
38,2022-06-27,268.2099914550781,268.29998779296875,263.2799987792969,264.8900146484375,262.35406494140625,24615100
39,2022-06-28,263.9800109863281,266.9100036621094,256.32000732421875,256.4800109863281,254.02455139160156,27295500
40,2022-06-29,257.5899963378906,261.9700012207031,255.75999450683594,260.260009765625,257.76837158203125,20069800
41,2022-06-30,257.04998779296875,259.5299987792969,252.89999389648438,256.8299865722656,254.37118530273438,31730900
42,2022-07-01,256.3900146484375,259.7699890136719,254.61000061035156,259.5799865722656,257.0948181152344,22837700
43,2022-07-05,256.1600036621094,262.9800109863281,254.74000549316406,262.8500061035156,260.33355712890625,22941000
44,2022-07-06,263.75,267.989990234375,262.3999938964844,266.2099914550781,263.6614074707031,23824400
45,2022-07-07,265.1199951171875,269.05999755859375,265.0199890136719,268.3999938964844,265.8304138183594,20859900
46,2022-07-08,264.7900085449219,268.1000061035156,263.2900085449219,267.6600036621094,265.0975036621094,19658800
47,2022-07-11,265.6499938964844,266.5299987792969,262.17999267578125,264.510009765625,261.9776916503906,19455200
48,2022-07-12,265.8800048828125,265.94000244140625,252.0399932861328,253.6699981689453,251.241455078125,35868500
49,2022-07-13,250.19000244140625,253.5500030517578,248.11000061035156,252.72000122070312,250.300537109375,29497400
50,2022-07-14,250.57000732421875,255.13999938964844,245.94000244140625,254.0800018310547,251.6475067138672,25102800
51,2022-07-15,255.72000122070312,260.3699951171875,254.77000427246094,256.7200012207031,254.26226806640625,29774100
52,2022-07-18,259.75,260.8399963378906,253.3000030517578,254.25,251.81590270996094,20975000
53,2022-07-19,257.5799865722656,259.7200012207031,253.67999267578125,259.5299987792969,257.04534912109375,25012600
54,2022-07-20,259.8999938964844,264.8699951171875,258.9100036621094,262.2699890136719,259.75909423828125,22788300
55,2022-07-21,259.7900085449219,264.8900146484375,257.0299987792969,264.8399963378906,262.3044738769531,22404700
56,2022-07-22,265.239990234375,265.3299865722656,259.07000732421875,260.3599853515625,257.8674011230469,21881300
57,2022-07-25,261.0,261.5,256.80999755859375,258.8299865722656,256.35205078125,21056000
58,2022-07-26,259.8599853515625,259.8800048828125,249.57000732421875,251.89999389648438,249.48838806152344,39348000
59,2022-07-27,261.1600036621094,270.04998779296875,258.8500061035156,268.739990234375,266.1671447753906,45994000
60,2022-07-28,269.75,277.8399963378906,267.8699951171875,276.4100036621094,273.7637634277344,33459300
61,2022-07-29,277.70001220703125,282.0,276.6300048828125,280.739990234375,278.0522766113281,32152800
62,2022-08-01,277.82000732421875,281.2799987792969,275.8399963378906,278.010009765625,275.34844970703125,21539600
63,2022-08-02,276.0,277.8900146484375,272.3800048828125,274.82000732421875,272.1889953613281,22754200
64,2022-08-03,276.760009765625,283.5,276.6099853515625,282.4700012207031,279.76568603515625,23518900
65,2022-08-04,281.79998779296875,283.79998779296875,280.1700134277344,283.6499938964844,280.9344177246094,18098700
66,2022-08-05,279.1499938964844,283.6499938964844,278.67999267578125,282.9100036621094,280.2015075683594,16774600
67,2022-08-08,284.04998779296875,285.9200134277344,279.32000732421875,280.32000732421875,277.6363220214844,18739200
68,2022-08-09,279.6400146484375,283.0799865722656,277.6099853515625,282.29998779296875,279.5973205566406,23405200
69,2022-08-10,288.1700134277344,289.80999755859375,286.94000244140625,289.1600036621094,286.39166259765625,24687800
